"id","address","state","stage","notes","created_date","modified_date","priority","country_id","org_id","proposal_sent_date","is_lite"
2110491936,-,QLD,0,,2025-11-01 00:00:28.597,2025-11-01 00:29:39.543,2,14,523260,2025-11-01 00:29:56.818,1
2110502520,-,BE,0,,2025-11-01 00:00:46.012,2025-11-01 01:28:19.076,2,83,75126723,,0
2110507812,-,ACT,0,,2025-11-01 00:00:59.914,2025-11-18 10:38:15.463,2,14,13915737,2025-11-02 12:04:02.539,0
2110518396,-,WA,0,,2025-11-01 00:01:18.839,2025-11-01 09:45:05.479,2,14,113236941,,0
2110528980,-,VIC,0,,2025-11-01 00:01:57.850,2025-11-01 00:31:07.729,2,14,40522135,,0
2110534272,-,CO,0,,2025-11-01 00:02:24.129,2025-11-01 00:36:02.812,2,234,129744200,2025-11-01 00:20:52.472,0
2110539564,-,TX,0,,2025-11-01 00:02:28.521,2025-11-05 20:12:33.803,2,234,26579202,2025-11-05 20:12:33.886,0
2110555440,demo,CA,0,,2025-11-01 00:02:56.113,2025-11-01 00:03:00.478,2,234,76647675,,0
2110560732,-,QLD,0,,2025-11-01 00:02:59.524,2025-11-01 02:03:05.707,2,14,578081,2025-11-01 01:31:30.093,0
2110566024,-,BW,0,,2025-11-01 00:03:15.946,2025-11-06 14:16:55.267,2,83,23458754,,0
2110581900,-,QLD,0,,2025-11-01 00:04:34.273,2025-11-03 03:15:59.149,2,14,5220425,2025-11-01 00:32:38.745,0
2110587192,-,ACT,0,,2025-11-01 00:05:07.364,2025-11-05 04:26:24.284,2,14,3796393,2025-11-05 04:24:44.186,0
2110597776,-,GA,0,,2025-11-01 00:05:44.305,2025-11-01 01:24:49.003,1,234,48483175,2025-11-01 01:24:49.111,0
2110603068,-,NSW,0,,2025-11-01 00:05:58.473,2025-11-12 01:28:27.782,2,14,59518124,2025-11-01 00:14:01.529,1
2110608360,-,QLD,0,,2025-11-01 00:05:59.766,2025-11-01 00:15:30.806,2,14,38408500,2025-11-01 00:12:16.911,1
2110613652,-,Victoria,0,-,2025-11-01 00:06:14.931,2025-11-03 05:47:21.644,2,14,3569665,2025-11-03 05:47:21.578,0
2110618944,-,CA,0,,2025-11-01 00:06:17.716,2025-11-01 00:06:17.786,2,234,47955950,,0
2110629528,-,QLD,0,,2025-11-01 00:06:54.903,2025-11-03 00:57:03.066,2,14,820080,2025-11-01 00:24:53.355,0
2110634820,-,CA,0,,2025-11-01 00:07:46.638,2025-11-01 00:07:46.694,2,234,24009650,,0
2110640112,-,CA,0,,2025-11-01 00:07:48.270,2025-11-04 20:08:34.056,2,234,58621915,,0
2110650696,-,NSW,0,,2025-11-01 00:08:31.573,2025-11-01 00:09:08.615,2,14,1840478,,1
2110671864,-,NSW,0,,2025-11-01 00:09:14.504,2025-11-06 22:37:25.492,2,14,1777969,2025-11-01 00:13:55.714,0
2110677156,-,NSW,0,,2025-11-01 00:09:46.685,2025-11-01 00:13:12.582,2,14,3413624,,1
2110682448,-,GA,0,,2025-11-01 00:10:06.624,2025-11-01 13:11:01.647,2,234,37805102,2025-11-01 00:35:02.354,0
2110698324,-,VIC,0,,2025-11-01 00:11:10.135,2025-11-01 00:14:27.336,2,14,134881995,,0
2110714200,-,VIC,0,,2025-11-01 00:11:37.640,2025-11-01 00:24:46.177,2,14,63875660,2025-11-01 00:24:46.277,0
2110719492,-,NSW,0,,2025-11-01 00:11:59.281,2025-11-01 00:11:59.466,2,14,7965945,,1
2110730076,-,Hawke's Bay Region,0,,2025-11-01 00:13:07.166,2025-11-01 00:13:07.827,2,157,80672378,,0
2110735368,-,WA,0,,2025-11-01 00:13:07.572,2025-11-17 07:28:16.290,2,14,374544,2025-11-20 08:32:25.918,1
2110740660,-,GA,0,,2025-11-01 00:13:31.748,2025-11-01 20:53:25.779,2,234,18930638,2025-11-01 00:20:16.825,0
2110745952,-,NJ,0,,2025-11-01 00:13:39.272,2025-11-06 15:36:41.358,2,234,28666022,,0
2110756536,-,CA,0,,2025-11-01 00:13:49.537,2025-11-01 00:24:51.461,2,234,10638260,2025-11-01 00:24:51.869,0
2110761828,-,SA,0,,2025-11-01 00:14:36.850,2025-11-03 05:56:04.114,2,14,1489914,,1
2110772412,-,NSW,0,,2025-11-01 00:14:44.811,2025-11-03 03:36:35.140,2,14,7497765,2025-11-01 08:22:50.530,0
2110777704,-,QLD,0,,2025-11-01 00:14:54.961,2025-11-01 01:06:14.610,2,14,16634025,2025-11-01 01:04:08.554,0
2110782996,-,NSW,0,,2025-11-01 00:15:27.871,2025-11-18 23:05:54.944,2,14,6258025,,0
2110793580,-,NSW,0,,2025-11-01 00:15:59.956,2025-11-01 02:46:26.584,2,14,53747659,2025-11-01 01:07:56.788,0
2110798872,-,NRW,0,,2025-11-01 00:16:04.256,2025-11-01 21:01:42.907,2,83,113771297,2025-11-01 21:01:43.001,0
2110814748,-,NSW,0,,2025-11-01 00:16:45.046,2025-11-01 00:16:45.111,2,14,34681460,,0
2110830624,demo,NSW,0,,2025-11-01 00:17:25.133,2025-11-01 00:17:29.342,2,14,24343022,,0
2110841208,-,QLD,0,,2025-11-01 00:17:38.865,2025-11-18 00:38:53.693,2,14,17671625,2025-11-01 00:42:54.434,0
2110851792,-,NSW,0,,2025-11-01 00:18:34.333,2025-11-01 02:30:39.188,2,14,42646580,,0
2110857084,-,SA,0,,2025-11-01 00:18:40.710,2025-11-01 00:48:54.824,2,14,59518124,2025-11-12 05:17:30.579,1
2110862376,-,NSW,0,,2025-11-01 00:18:48.249,2025-11-01 00:21:59.806,2,14,20987245,,1
2110872960,-,Canterbury Region,0,,2025-11-01 00:19:30.413,2025-11-01 07:42:02.739,2,157,54261559,,0
2110883544,-,,0,,2025-11-01 00:21:05.826,2025-11-01 00:21:06.520,2,232,3788824,,0
2110894128,-,CA,0,,2025-11-01 00:21:18.941,2025-11-04 00:08:43.862,2,234,10638260,2025-11-01 20:26:41.743,0
2110899420,-,VIC,0,,2025-11-01 00:21:37.589,2025-11-01 00:21:37.648,2,14,64533840,,0
2110904712,-,NSW,0,,2025-11-01 00:21:53.308,2025-11-01 00:29:21.549,2,14,448902,,1
2110920588,-,VIC,0,,2025-11-01 00:24:21.479,2025-11-03 04:15:19.281,2,14,2541255,2025-11-01 00:32:23.864,0
2110925880,-,CA,0,-,2025-11-01 00:24:47.734,2025-11-01 00:24:47.988,2,234,7550637,,0
2110931172,-,QLD,0,,2025-11-01 00:25:38.496,2025-11-01 00:25:38.560,2,14,29837487,,0
2110947048,-,NSW,0,,2025-11-01 00:26:15.934,2025-11-01 02:54:14.269,2,14,1033950,,0
2110962924,-,NSW,0,,2025-11-01 00:30:14.251,2025-11-01 00:30:14.316,2,14,16096180,,0
2110968216,-,County Kildare,0,-,2025-11-01 00:31:10.843,2025-11-01 00:31:14.473,2,107,24203319,,0
2110973508,-,Wellington Region,0,,2025-11-01 00:31:49.979,2025-11-03 02:46:22.527,2,157,3917824,,0
2110978800,-,NSW,0,,2025-11-01 00:32:07.947,2025-11-01 00:32:08.132,2,14,2270688,,1
2110984092,-,AZ,0,,2025-11-01 00:32:19.926,2025-11-01 00:32:20.153,2,234,15489720,,0
2110989384,demo,CA,0,,2025-11-01 00:32:35.047,2025-11-01 00:32:38.453,2,234,28366803,,0
2110994676,demo,CA,0,,2025-11-01 00:32:39.336,2025-11-01 00:32:42.946,2,234,20319483,,0
2111005260,-,NSW,0,,2025-11-01 00:33:16.416,2025-11-01 01:04:37.197,2,14,45362688,,1
2111015844,-,NSW,0,,2025-11-01 00:33:40.106,2025-11-01 00:36:18.877,2,14,67972341,,0
2111021136,-,QLD,0,,2025-11-01 00:34:43.733,2025-11-01 00:34:43.832,2,14,67354658,,0
2111026428,-,England,0,,2025-11-01 00:35:45.531,2025-11-07 19:35:23.912,2,232,35403548,,0
2111031720,-,QLD,0,,2025-11-01 00:36:02.044,2025-11-13 02:42:33.446,2,14,408611,2025-11-01 00:59:18.471,0
2111042304,-,VIC,0,,2025-11-01 00:37:13.176,2025-11-01 00:42:31.434,2,14,6258025,2025-11-01 00:42:31.394,0
2111047596,-,VIC,0,,2025-11-01 00:37:45.712,2025-11-21 03:16:52.032,1,14,26754172,2025-11-01 00:41:40.888,0
2111052888,-,MO,0,,2025-11-01 00:37:59.947,2025-11-02 03:09:51.398,2,234,28366803,,0
2111063472,-,IN,0,,2025-11-01 00:39:25.005,2025-11-18 19:24:44.683,2,234,24993332,,0
2111074056,-,NSW,0,,2025-11-01 00:40:26.076,2025-11-10 03:28:16.125,2,14,70265547,,0
2111089932,-,UT,0,,2025-11-01 00:44:41.247,2025-11-01 00:46:42.611,2,234,23436248,,0
2111095224,-,NSW,0,,2025-11-01 00:44:44.665,2025-11-07 00:22:10.465,2,14,1489914,2025-11-07 00:24:43.602,1
2111100516,-,VIC,0,,2025-11-01 00:44:47.904,2025-11-01 00:44:47.969,2,14,36529155,,0
2111105808,-,NSW,0,,2025-11-01 00:44:52.827,2025-11-01 01:05:12.322,2,14,969408,,1
2111111100,-,VIC,0,,2025-11-01 00:44:55.034,2025-11-21 03:13:55.932,2,14,45721682,2025-11-01 00:58:07.130,0
2111116392,-,จ.นคาปฐม,0,,2025-11-01 00:44:57.096,2025-11-01 01:44:43.100,2,217,100912845,2025-11-01 00:49:06.830,0
2111126976,-,NSW,0,,2025-11-01 00:45:57.382,2025-11-11 01:56:54.962,2,14,116042784,,0
2111132268,-,New South Wales,0,,2025-11-01 00:46:06.191,2025-11-01 00:46:06.411,2,14,3796393,,0
2111137560,-,CA,0,,2025-11-01 00:47:47.310,2025-11-01 00:47:47.408,2,234,12973041,,0
2111148144,-,VIC,0,,2025-11-01 00:48:10.875,2025-11-17 02:56:02.264,2,14,2125680,2025-11-17 02:55:21.656,0
2111153436,-,Western Division,0,-,2025-11-01 00:48:18.889,2025-11-12 22:03:03.881,2,74,58353842,2023-10-24 11:04:05.617,0
2111158728,-,England,0,,2025-11-01 00:48:28.779,2025-11-01 16:51:40.553,2,232,90459837,2025-11-01 01:14:00.740,0
2111164020,,QLD,0,,2025-11-01 00:48:55.029,2025-11-05 04:25:01.780,2,14,622280,2025-11-05 03:20:21.906,0
2111169312,-,SA,0,,2025-11-01 00:49:01.069,2025-11-01 00:58:10.029,2,14,523260,,1
2111179896,-,VIC,0,,2025-11-01 00:49:47.332,2025-11-01 00:49:47.653,2,14,409450,,0
2111190480,-,VIC,0,,2025-11-01 00:51:55.492,2025-11-07 02:19:02.356,3,14,4220505,2025-11-01 08:19:06.885,0
2111216940,-,ACT,0,,2025-11-01 00:55:22.149,2025-11-02 21:19:51.300,2,14,590470,,0
2111222232,-,NSW,0,,2025-11-01 00:55:46.754,2025-11-01 00:55:46.889,2,14,21044755,,1
2111227524,-,NSW,0,,2025-11-01 00:56:18.182,2025-11-01 01:13:44.953,2,14,523260,,1
2111232816,-,NSW,0,,2025-11-01 00:57:30.033,2025-11-01 01:04:47.765,2,14,374544,,1
2111238108,,Yangon Region,0,,2025-11-01 00:57:58.227,2025-11-01 01:16:55.937,2,37,20319685,,0
2111243400,-,QLD,0,,2025-11-01 00:59:14.516,2025-11-01 02:18:39.160,2,14,1456120,2025-11-01 02:18:39.344,0
2111248692,,Calabarzon,0,,2025-11-01 00:59:43.757,2025-11-01 00:59:43.977,2,173,36414847,,0
2111253984,-,WA,0,,2025-11-01 00:59:53.698,2025-11-01 01:00:11.280,2,14,90604641,,0
2111259276,-,TAS,0,,2025-11-01 01:01:34.883,2025-11-01 01:01:35.214,2,14,4574080,,0
2111264568,-,NSW,0,,2025-11-01 01:02:00.400,2025-11-01 01:29:15.804,2,14,25341170,2025-11-01 01:29:16.775,0
2111275152,-,AB,0,,2025-11-01 01:03:29.753,2025-11-01 01:16:09.605,2,41,41408430,,0
2111280444,-,Canterbury Region,0,,2025-11-01 01:04:56.684,2025-11-01 01:05:30.684,2,157,1315840,,0
2111285736,-,QLD,0,,2025-11-01 01:05:03.730,2025-11-01 01:07:09.679,2,14,3667889,,0
2111291028,-,WA,0,,2025-11-01 01:05:34.214,2025-11-01 01:12:41.595,2,14,895050,,1
2111312196,-,SA,0,,2025-11-01 01:07:54.092,2025-11-01 01:07:54.155,2,14,10082,,0
2111317488,-,QLD,0,,2025-11-01 01:08:34.031,2025-11-01 01:12:04.228,2,14,1415556,,1
2111322780,-,Canterbury Region,0,,2025-11-01 01:08:35.963,2025-11-08 02:32:42.622,2,157,3150820,2025-11-03 02:18:37.031,0
2111328072,-,SA,0,,2025-11-01 01:09:02.396,2025-11-05 03:46:44.813,2,14,22010,2025-11-01 01:18:48.212,0
2111333364,-,QLD,0,,2025-11-01 01:09:19.070,2025-11-01 01:19:47.388,2,14,58937590,2025-11-01 01:19:47.480,0
2111338656,-,,0,,2025-11-01 01:09:28.856,2025-11-01 01:09:29.599,2,232,3788824,,0
2111343948,-,VIC,0,,2025-11-01 01:10:15.262,2025-11-17 11:51:59.767,2,14,105301,2025-11-06 00:49:50.444,0
2111354532,-,NY,0,,2025-11-01 01:11:42.183,2025-11-01 01:16:57.751,2,234,12210588,,0
2111370408,-,VIC,0,,2025-11-01 01:13:20.535,2025-11-01 03:50:43.925,2,14,1926430,2025-11-01 01:14:59.446,0
2111380992,-,WA,0,,2025-11-01 01:14:16.367,2025-11-01 01:37:52.735,2,14,1489914,,1
2111391576,-,QLD,0,,2025-11-01 01:17:16.612,2025-11-01 03:35:48.857,2,14,1075248,,1
2111418036,-,WA,0,,2025-11-01 01:18:32.142,2025-11-01 01:28:13.189,2,14,671976,,1
2111433912,-,New South Wales,0,,2025-11-01 01:20:39.769,2025-11-01 01:20:40.050,2,14,220866,,0
2111444496,-,NSW,0,,2025-11-01 01:21:01.335,2025-11-06 02:28:37.175,2,14,410541,2025-11-06 02:28:34.654,0
2111449788,-,ACT,0,,2025-11-01 01:21:28.078,2025-11-04 00:58:47.078,2,14,6007665,2025-11-01 02:26:59.319,0
2111455080,-,WA,0,,2025-11-01 01:21:38.311,2025-11-10 00:58:41.633,2,14,3479263,2025-11-10 00:59:04.660,1
2111465664,-,IE,0,-,2025-11-01 01:21:54.425,2025-11-01 01:21:57.828,2,,48342777,,0
2111476248,-,QLD,0,,2025-11-01 01:23:02.278,2025-11-04 07:49:37.708,2,14,7781648,2025-11-04 07:49:37.840,0
2111481540,-,WA,0,,2025-11-01 01:23:11.182,2025-11-01 02:23:54.883,2,14,2976446,2025-11-01 02:19:26.976,0
2111486832,-,VIC,0,,2025-11-01 01:24:35.231,2025-11-01 01:30:12.715,2,14,45724770,2025-11-01 01:30:12.797,0
2133054000,-,NSW,0,,2025-11-01 01:25:55.332,2025-11-01 01:36:06.274,2,14,267363,2025-11-01 01:36:06.408,0
2133064692,-,GA,0,,2025-11-01 01:26:30.009,2025-11-01 01:26:30.231,2,234,52506675,,0
2133070038,-,WA,0,,2025-11-01 01:28:11.723,2025-11-01 01:36:12.722,2,14,42191176,2025-11-01 01:36:12.857,0
2133075384,-,QLD,0,,2025-11-01 01:28:14.779,2025-11-01 01:33:28.406,2,14,31435880,2025-11-01 01:30:57.408,1
2133080730,-,NSW,0,,2025-11-01 01:28:24.331,2025-11-01 01:41:06.615,2,14,779752,2025-11-01 01:41:06.594,0
2133086076,-,WA,0,,2025-11-01 01:29:26.021,2025-11-01 01:32:10.496,2,14,595676,2025-11-01 01:32:08.004,0
2133091422,-,SA,0,,2025-11-01 01:29:38.742,2025-11-01 09:47:09.156,2,14,2242354,2025-11-01 09:47:09.800,0
2133102114,-,VIC,0,,2025-11-01 01:30:33.844,2025-11-01 01:30:33.902,2,14,905401,,0
2133107460,-,CA,0,,2025-11-01 01:30:49.667,2025-11-04 18:35:46.345,2,234,20273504,2025-08-28 23:04:18.529,0
2133112806,,,0,,2025-11-01 01:31:26.621,2025-11-01 01:31:26.850,2,14,4112289,,0
2133118152,-,Canterbury Region,0,,2025-11-01 01:31:40.605,2025-11-12 04:33:24.436,2,157,4985800,2025-11-04 02:11:18.231,0
2133123498,-,NSW,0,,2025-11-01 01:31:46.329,2025-11-04 00:06:18.584,2,14,2778480,,0
2133128844,-,QLD,0,,2025-11-01 01:32:14.119,2025-11-01 01:35:43.089,2,14,1578287,2025-11-01 01:36:02.805,1
2133134190,-,WA,0,,2025-11-01 01:32:15.426,2025-11-01 06:47:00.978,2,14,62314266,,0
2133139536,-,England,0,,2025-11-01 01:33:02.584,2025-11-01 01:50:46.048,2,232,157231772,,0
2133150228,-,QLD,0,,2025-11-01 01:33:14.372,2025-11-01 02:18:26.173,2,14,1172712,,1
2133155574,-,Canterbury Region,0,,2025-11-01 01:33:27.225,2025-11-04 03:55:40.754,2,157,1840120,,0
2133171612,,,0,-,2025-11-01 01:33:57.415,2025-11-01 01:33:57.468,2,65,5135856,,0
2133182304,,,0,,2025-11-01 01:38:51.700,2025-11-01 03:06:44.709,2,,7154587,,0
2133192996,-,WC,0,,2025-11-01 01:39:02.994,2025-11-01 01:39:03.052,2,204,44999561,,0
2133198342,-,VIC,0,,2025-11-01 01:39:12.187,2025-11-11 00:45:18.245,2,14,834409,2025-11-01 05:40:56.493,0
2133214380,-,NSW,0,,2025-11-01 01:39:39.244,2025-11-01 04:50:40.340,2,14,17499224,,1
2133219726,-,NSW,0,,2025-11-01 01:40:48.977,2025-11-08 01:44:17.202,2,14,45403392,,1
2133230418,-,Queensland,0,,2025-11-01 01:41:10.878,2025-11-04 00:57:57.450,2,14,157922,2025-11-04 00:54:26.822,0
2133241110,-,NSW,0,,2025-11-01 01:43:05.409,2025-11-01 05:19:40.064,2,14,4462388,2025-11-01 05:19:56.866,1
2133246456,,Calabarzon,0,,2025-11-01 01:43:36.283,2025-11-01 01:43:36.341,2,173,20319887,,0
2133251802,-,,0,,2025-11-01 01:43:55.047,2025-11-10 17:11:20.033,2,232,12062947,2025-11-10 17:11:20.174,0
2133262494,,Calabarzon,0,,2025-11-01 01:45:11.809,2025-11-01 03:06:25.072,2,173,52509807,,0
2133267840,-,QLD,0,,2025-11-01 01:45:18.472,2025-11-04 06:52:22.231,2,14,5156865,2025-11-04 06:02:47.281,0
2133273186,-,CA,0,,2025-11-01 01:46:33.702,2025-11-01 02:23:30.132,2,234,7121240,2025-11-01 01:57:47.540,0
2133278532,-,VIC,0,,2025-11-01 01:47:11.891,2025-11-11 01:54:03.631,2,14,31423112,,1
2133283878,,,0,-,2025-11-01 01:47:14.781,2025-11-01 01:47:14.849,2,65,2143776,,0
2133294570,-,QLD,0,,2025-11-01 01:47:21.265,2025-11-01 01:56:22.191,2,14,2327600,2025-11-01 01:56:22.327,0
2133321300,-,SA,0,,2025-11-01 01:49:12.898,2025-11-01 01:49:13.061,2,14,52018460,,0
2133326646,-,VIC,0,,2025-11-01 01:49:25.614,2025-11-03 00:12:43.803,2,14,30379342,2025-11-02 22:37:54.684,0
2133337338,-,NSW,0,,2025-11-01 01:49:37.403,2025-11-01 01:53:26.088,2,14,671976,,1
2133353376,-,,0,,2025-11-01 01:50:10.631,2025-11-01 01:50:11.355,2,232,12062947,,0
2133364068,-,NSW,0,,2025-11-01 01:50:28.951,2025-11-02 13:07:56.185,2,14,3298575,2025-11-01 03:33:55.419,0
2133369414,-,VIC,0,,2025-11-01 01:50:42.795,2025-11-01 03:09:52.046,2,14,31423112,,1
2133374760,-,VIC,0,,2025-11-01 01:51:02.926,2025-11-01 01:51:02.987,2,14,3428509,,0
2133380106,-,VIC,0,,2025-11-01 01:51:36.155,2025-11-01 02:01:03.031,2,14,1562282,2025-11-01 02:01:03.135,0
2133385452,-,Central Visayas,0,,2025-11-01 01:51:59.244,2025-11-01 04:40:21.455,2,173,18769152,2025-11-01 01:54:54.753,0
2133390798,-,NSW,0,,2025-11-01 01:52:10.612,2025-11-01 01:52:10.727,2,14,42646580,,0
2133406836,-,CO,0,-,2025-11-01 01:53:11.118,2025-11-01 01:53:15.161,2,107,76505478,,0
2133412182,-,CO,0,,2025-11-01 01:53:16.144,2025-11-10 19:13:59.794,2,234,14075715,2025-11-01 02:13:23.058,0
2133417528,-,NSW,0,,2025-11-01 01:53:37.833,2025-11-01 01:53:37.895,2,14,10150203,,0
2133422874,-,VIC,0,,2025-11-01 01:54:56.589,2025-11-01 01:59:45.210,2,14,1986733,2025-11-01 01:59:45.284,0
2133433566,-,WA,0,,2025-11-01 01:56:21.176,2025-11-01 02:06:39.805,2,14,448902,,1
2133438912,-,QLD,0,,2025-11-01 01:56:45.982,2025-11-01 02:06:07.168,2,14,1490208,2025-11-01 02:06:08.290,0
2133444258,-,Wa,0,,2025-11-01 01:57:27.533,2025-11-01 01:57:27.677,2,14,2096504,,0
2133454950,-,VIC,0,,2025-11-01 01:57:58.936,2025-11-03 06:45:38.494,2,14,66520320,,1
2133460296,-,NSW,0,,2025-11-01 01:58:11.100,2025-11-01 02:36:32.295,2,14,66331518,,1
2133481680,-,VIC,0,,2025-11-01 02:01:29.543,2025-11-10 01:34:45.849,2,14,3907235,2025-11-02 22:23:13.540,0
2133487026,-,QLD,0,,2025-11-01 02:01:38.438,2025-11-01 02:56:04.399,2,14,880320,2025-11-01 02:19:14.771,1
2133492372,-,WA,0,,2025-11-01 02:02:01.925,2025-11-01 02:03:31.306,2,14,820692,,1
2133497718,-,VIC,0,,2025-11-01 02:02:20.519,2025-11-01 02:06:57.189,2,14,2166955,2025-11-01 02:06:57.263,0
2133508410,-,SA,0,,2025-11-01 02:02:36.814,2025-11-01 02:08:52.450,2,14,1192482,,1
2133513756,-,WA,0,,2025-11-01 02:03:09.526,2025-11-01 02:18:32.849,2,14,374544,,1
2133519102,,,0,,2025-11-01 02:03:28.679,2025-11-03 03:46:23.040,2,,34762800,,0
2133524448,-,SA,0,,2025-11-01 02:03:55.061,2025-11-02 19:06:58.429,2,14,31676511,,0
2133529794,-,,0,-,2025-11-01 02:04:16.380,2025-11-01 02:04:16.639,2,14,5971245,,0
2133535140,-,NSW,0,,2025-11-01 02:05:45.939,2025-11-01 04:28:57.246,2,14,59355476,,1
2133540486,-,FL,0,,2025-11-01 02:06:06.094,2025-11-22 18:17:22.726,2,234,67561728,,0
2133545832,-,NSW,0,,2025-11-01 02:06:13.906,2025-11-01 02:06:13.975,2,14,7687586,,0
2133551178,-,VIC,0,,2025-11-01 02:06:23.057,2025-11-01 02:06:23.134,2,14,7965945,,0
2133556524,-,CA,0,,2025-11-01 02:06:27.847,2025-11-01 02:06:27.906,2,234,6340645,,0
2133567216,,St Thomas,0,,2025-11-01 02:06:31.667,2025-11-01 02:06:31.730,2,236,24013819,,0
2133572562,-,VIC,0,-,2025-11-01 02:07:03.026,2025-11-20 21:52:26.709,2,14,592416,2025-11-20 21:52:20.853,0
2133577908,-,QLD,0,,2025-11-01 02:07:16.755,2025-11-01 02:11:01.379,2,14,17547176,2025-11-01 02:11:15.191,1
2133583254,-,TAS,0,,2025-11-01 02:08:13.903,2025-11-03 08:23:14.582,2,14,726235,2025-11-03 08:12:01.085,0
2133588600,-,TASMANIA,0,,2025-11-01 02:08:36.741,2025-11-02 21:23:32.610,2,14,5588954,,0
2133593946,-,,0,,2025-11-01 02:08:44.586,2025-11-01 02:08:45.284,2,232,9054175,,0
2133599292,-,TAS,0,,2025-11-01 02:08:56.388,2025-11-03 07:08:00.107,2,14,8633576,2025-11-03 03:31:34.280,0
2133604638,-,ACT,0,,2025-11-01 02:09:03.933,2025-11-01 02:23:45.859,2,14,2256453,2025-06-30 05:11:09.706,0
2133615330,-,SA,0,,2025-11-01 02:09:22.171,2025-11-01 02:11:42.499,2,14,70010861,2025-11-12 05:17:54.590,1
2133620676,-,ACT,0,,2025-11-01 02:09:32.909,2025-11-07 07:21:00.088,2,14,228430,2025-11-07 07:21:00.170,0
